Year,State_Abbr,State,Indicator,Percent,Low CI,High CI,Sample Size
2011,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula before 3 months,40.1,31.8,48.9,179
2005,GA,Georgia,Percent of breastfed infants who were supplemented with infant formula before 3 months,42.8,34.4,51.7,243
2004,FL,Florida,Percent of infants who were breastfed at 12 months,17.8,14.6,21.5,1296
2008,VA,Virginia,Percent of infants who were breastfed at 12 months,24.8,20.5,29.6,530
2006,OK,Oklahoma,Percent of infants who were ever breastfed,67.2,60.8,73,357
2008,MT,Montana,Percent of infants who were breastfed at 6 months,59.4,53.5,65,364
2010,SD,South Dakota,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,13.3,7.6,22.1,191
2006,OH,Ohio,Percent of infants who were exclusively breastfed through 3 months,23.4,19.1,28.3,363
2006,GA,Georgia,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.5,16.6,29.7,281
2002,OK,Oklahoma,Percent of infants who were ever breastfed,70.3,64.4,75.5,398
2006,MD,Maryland,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,25.5,20.1,31.9,582
2015,MS,Mississippi,Percent of infants who were exclusively breastfed through 3 months,28.2,23.2,33.8,341
2004,OH,Ohio,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.4,13,22.9,408
2011,IA,Iowa,Percent of infants who were breastfed at 12 months,28.9,22.3,36.5,221
2007,MS,Mississippi,Percent of infants who were exclusively breastfed through 6 months,6.2,4.4,8.7,517
2011,NH,New Hampshire,Percent of infants who were exclusively breastfed through 3 months,51.7,44,59.3,221
2009,ME,Maine,Percent of infants who were exclusively breastfed through 3 months,38.2,32.3,44.4,329
2005,PA,Pennsylvania,Percent of infants who were breastfed at 6 months,37.4,33.2,41.9,807
2013,AZ,Arizona,Percent of infants who were exclusively breastfed through 3 months,46.3,39.3,53.6,282
2007,MT,Montana,Percent of infants who were exclusively breastfed through 3 months,48.7,42.7,54.8,356
2013,NE,Nebraska,Percent of breastfed infants who were supplemented with infant formula before 3 months,29.5,22,38.3,158
2008,FL,Florida,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,28.5,22.5,35.4,345
2001,ND,North Dakota,Percent of infants who were breastfed at 12 months,15.7,12.2,20,343
2008,ND,North Dakota,Percent of infants who were ever breastfed,72.5,66.7,77.6,328
2010,WY,Wyoming,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,14.7,9.5,21.9,200
2015,NM,New Mexico,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,11.5,7.8,16.7,245
2012,SC,South Carolina,Percent of infants who were breastfed at 12 months,20.1,14.7,26.8,256
2006,OR,Oregon,Percent of infants who were exclusively breastfed through 6 months,22.4,17.6,28.2,311
2016,NC,North Carolina,Percent of infants who were ever breastfed,82.5,74.4,88.4,376
2011,CA,California,Percent of infants who were breastfed at 12 months,38.4,31.2,46.1,321
2016,IA,Iowa,Percent of breastfed infants who were supplemented with infant formula before 6 months,25.4,18.1,34.3,131
2008,OR,Oregon,Percent of infants who were breastfed at 6 months,62.5,56.6,68.1,364
2010,MT,Montana,Percent of infants who were breastfed at 12 months,34.5,27.6,42.1,277
2002,NE,Nebraska,Percent of infants who were breastfed at 12 months,20.3,15.3,26.3,347
2008,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula before 3 months,30.3,24.2,37,310
2001,AK,Alaska,Percent of infants who were breastfed at 12 months,27.4,20.6,35.4,383
2013,KY,Kentucky,Percent of infants who were exclusively breastfed through 3 months,35,28.5,42.1,267
2001,MT,Montana,Percent of infants who were breastfed at 6 months,44.2,38.3,50.2,324
2014,AL,Alabama,Percent of infants who were breastfed at 6 months,36.3,30,43.1,288
2007,NE,Nebraska,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.8,17.4,29.3,279
2015,FL,Florida,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.2,24.1,39.3,273
2015,ID,Idaho,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,9.5,6,14.6,201
2007,DC,District of Columbia,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,32.1,26,39,416
2015,WY,Wyoming,Percent of infants who were exclusively breastfed through 3 months,56.8,50.4,63,307
2008,AL,Alabama,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,28.4,22.5,35.1,292
2012,DC,District of Columbia,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,20.8,15.4,27.6,275
2001,RI,Rhode Island,Percent of infants who were breastfed at 12 months,20,11.7,32,323
2007,NE,Nebraska,Percent of breastfed infants who were supplemented with infant formula before 3 months,34.3,27.3,42.1,227
2004,SC,South Carolina,Percent of infants who were ever breastfed,65.2,60,70.1,495
2011,ND,North Dakota,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,8.2,4.8,13.6,238
2007,ID,Idaho,Percent of infants who were breastfed at 12 months,29.7,24.3,35.8,306
2016,CA,California,Percent of infants who were ever breastfed,88.1,80.3,93.1,374
2004,NE,Nebraska,Percent of infants who were exclusively breastfed through 3 months,34,28.1,40.4,320
2011,UT,Utah,Percent of infants who were exclusively breastfed through 3 months,53.2,45.7,60.6,239
2016,TN,Tennessee,Percent of infants who were exclusively breastfed through 6 months,24.5,18.3,31.9,239
2005,TN,Tennessee,Percent of breastfed infants who were supplemented with infant formula before 3 months,40.3,31.6,49.6,186
2014,VT,Vermont,Percent of infants who were ever breastfed,81.9,74.7,87.4,289
2006,SC,South Carolina,Percent of breastfed infants who were supplemented with infant formula before 3 months,36.1,28.6,44.3,208
2000,IL,Illinois,Percent of infants who were breastfed at 12 months,15.2,9.5,23.4,322
2011,HI,Hawaii,Percent of infants who were breastfed at 6 months,61.5,53.9,68.6,270
2009,TX,Texas,Percent of infants who were ever breastfed,77.2,73.8,80.3,2271
2016,VT,Vermont,Percent of infants who were ever breastfed,89.9,83.8,93.9,243
2000,FL,Florida,Percent of infants who were ever breastfed,72.9,63.6,80.6,510
2010,ME,Maine,Percent of infants who were exclusively breastfed through 6 months,21.2,15.9,27.7,252
2009,OR,Oregon,Percent of infants who were exclusively breastfed through 3 months,52,44.2,59.8,368
2014,MD,Maryland,Percent of infants who were exclusively breastfed through 6 months,23,17.7,29.3,378
2008,NV,Nevada,Percent of infants who were exclusively breastfed through 3 months,33.7,28.3,39.4,360
2015,PR,Puerto Rico,Percent of infants who were breastfed at 6 months,47,41,53.1,360
2006,MS,Mississippi,Percent of infants who were breastfed at 6 months,20.6,16.7,25.1,500
2016,AL,Alabama,Percent of infants who were breastfed at 12 months,23.5,18.6,29.2,338
2015,TN,Tennessee,Percent of infants who were exclusively breastfed through 3 months,34.5,28.2,41.3,272
2012,UT,Utah,Percent of infants who were exclusively breastfed through 6 months,18.3,13,25.2,229
2007,ME,Maine,Percent of infants who were breastfed at 6 months,50.4,44.7,56.1,364
2015,VT,Vermont,Percent of infants who were exclusively breastfed through 6 months,38,31.5,45,241
2014,MO,Missouri,Percent of breastfed infants who were supplemented with infant formula before 3 months,25.1,18.2,33.5,164
2006,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula before 3 months,33.3,26.3,41.3,205
2016,OK,Oklahoma,Percent of infants who were ever breastfed,82.2,76.9,86.4,343
2004,LA,Louisiana,Percent of infants who were exclusively breastfed through 3 months,15.6,12.3,19.5,444
2005,WI,Wisconsin,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,16,11,22.5,228
2016,SD,South Dakota,Percent of infants who were exclusively breastfed through 3 months,58.8,51.8,65.4,267
2016,IN,Indiana,Percent of infants who were breastfed at 12 months,29.3,23.9,35.4,305
2016,GA,Georgia,Percent of infants who were exclusively breastfed through 6 months,27,21.7,33,384
2006,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula before 3 months,34,27.3,41.3,240
2004,ME,Maine,Percent of infants who were exclusively breastfed through 6 months,15.2,11,20.6,287
2007,HI,Hawaii,Percent of infants who were exclusively breastfed through 6 months,18,13.9,22.8,364
2015,CA,California,Percent of infants who were breastfed at 12 months,40.2,32.8,48.1,374
2005,VT,Vermont,Percent of infants who were exclusively breastfed through 3 months,47.2,40.6,53.9,292
2013,NM,New Mexico,Percent of breastfed infants who were supplemented with infant formula before 3 months,18.2,12.4,26,176
2011,MD,Maryland,Percent of infants who were breastfed at 12 months,29.4,22.6,37.2,316
2014,AZ,Arizona,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,20.5,14.5,28.2,254
2006,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula before 6 months,42,33.3,51.1,156
2003,WV,West Virginia,Percent of infants who were breastfed at 12 months,11.5,8.4,15.7,376
2000,TX,Texas,Percent of infants who were breastfed at 6 months,26.7,20.4,34.2,824
2012,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.9,12.7,24.8,231
2015,MD,Maryland,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.1,13,27,380
2000,ME,Maine,Percent of infants who were breastfed at 12 months,25.9,15.3,40.2,145
2004,MS,Mississippi,Percent of infants who were breastfed at 12 months,9.9,7.2,13.6,448
2000,VT,Vermont,Percent of infants who were breastfed at 6 months,47,32.5,62.1,148
2012,IN,Indiana,Percent of breastfed infants who were supplemented with infant formula before 3 months,19.3,13.4,26.9,196
2007,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula before 6 months,39.7,32.4,47.4,224
2011,CT,Connecticut,Percent of infants who were breastfed at 6 months,51.4,44.1,58.6,259
2009,KY,Kentucky,Percent of infants who were exclusively breastfed through 3 months,25,19.8,30.9,367
2009,NM,New Mexico,Percent of infants who were breastfed at 12 months,28,22.5,34.1,381
2005,NV,Nevada,Percent of infants who were breastfed at 12 months,19.5,15.3,24.4,348
2015,VA,Virginia,Percent of infants who were breastfed at 12 months,39.3,31.4,47.8,405
2004,DC,District of Columbia,Percent of infants who were ever breastfed,69.9,64.4,74.8,489
2005,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula before 6 months,36.5,27.5,46.5,148
2013,PA,Pennsylvania,Percent of infants who were breastfed at 6 months,47.6,41.2,54.2,627
2015,ME,Maine,Percent of infants who were exclusively breastfed through 3 months,52.5,46,59,307
2007,AL,Alabama,Percent of infants who were ever breastfed,63.6,57.7,69.1,412
2015,RI,Rhode Island,Percent of infants who were breastfed at 6 months,49.6,43.3,55.9,279
2011,OK,Oklahoma,Percent of breastfed infants who were supplemented with infant formula before 6 months,22.8,15.3,32.6,119
2012,ME,Maine,Percent of breastfed infants who were supplemented with infant formula before 6 months,40.2,30.6,50.6,154
2008,UT,Utah,Percent of infants who were breastfed at 12 months,28.3,23.5,33.6,444
2015,IL,Illinois,Percent of infants who were exclusively breastfed through 3 months,39.6,34.9,44.4,514
2011,VA,Virginia,Percent of infants who were exclusively breastfed through 6 months,22.9,15.7,32.1,288
2012,TX,Texas,Percent of infants who were exclusively breastfed through 6 months,21.3,17.2,25.9,1204
2011,DC,District of Columbia,Percent of breastfed infants who were supplemented with infant formula before 6 months,49.7,40.2,59.2,155
2013,CO,Colorado,Percent of infants who were breastfed at 6 months,66.2,58.9,72.8,281
2009,FL,Florida,Percent of infants who were breastfed at 12 months,28.3,23,34.3,428
2006,ME,Maine,Percent of infants who were breastfed at 12 months,24.2,20,29,371
2015,ID,Idaho,Percent of infants who were ever breastfed,90.1,85.2,93.5,226
2015,ID,Idaho,Percent of breastfed infants who were supplemented with infant formula before 6 months,30.7,23.3,39.2,149
2004,TN,Tennessee,Percent of infants who were exclusively breastfed through 6 months,11.6,8.5,15.6,657
2016,NV,Nevada,Percent of infants who were breastfed at 12 months,31.6,26,37.8,299
2012,LA,Louisiana,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,23.4,16.3,32.4,199
2014,AK,Alaska,Percent of infants who were exclusively breastfed through 6 months,33.1,27.6,39.1,312
2006,SC,South Carolina,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,27.7,21.4,35,286
2012,LA,Louisiana,Percent of breastfed infants who were supplemented with infant formula before 6 months,36.4,24.8,49.9,103
2008,SD,South Dakota,Percent of infants who were exclusively breastfed through 3 months,40,34.3,45.9,358
2008,GA,Georgia,Percent of infants who were breastfed at 12 months,17.2,13.4,21.7,440
2013,WV,West Virginia,Percent of infants who were ever breastfed,64.6,57.8,70.9,290
2003,WA,Washington,Percent of infants who were breastfed at 12 months,29.6,25.3,34.3,672
2004,NY,New York,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,32.5,28.4,37,612
2015,PA,Pennsylvania,Percent of infants who were breastfed at 12 months,39,32.7,45.7,666
2004,DC,District of Columbia,Percent of infants who were exclusively breastfed through 3 months,30.3,25.8,35.3,450
2012,MI,Michigan,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.2,22.7,41.2,137
2007,WI,Wisconsin,Percent of infants who were exclusively breastfed through 3 months,39.1,33.7,44.9,408
2006,IL,Illinois,Percent of infants who were ever breastfed,70.7,66.4,74.7,1232
2008,MO,Missouri,Percent of infants who were ever breastfed,66.9,61.2,72.1,465
2011,UT,Utah,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.2,13.8,26.1,225
2008,TN,Tennessee,Percent of infants who were breastfed at 6 months,34.6,29.4,40.2,371
2005,OH,Ohio,Percent of breastfed infants who were supplemented with infant formula before 6 months,42.7,34.4,51.5,165
2011,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.7,12.3,25,165
